order_id,customer_id,order_date,order_amount,order_status,product_category
O004250,C00701,2024-11-13,176.64,completed,Electronics
O004251,C00701,2024-10-16,58.24,completed,Books
O004252,C00701,2024-09-03,148.89,returned,Books
O004253,C00701,2024-08-29,88.92,delivered,Electronics
O004254,C00702,2024-11-16,45.09,delivered,Sports
O004255,C00702,2024-10-26,39.77,delivered,Beauty
O004256,C00702,2024-10-30,54.87,completed,Beauty
O004257,C00702,2024-11-05,46.55,delivered,Sports
O004258,C00702,2024-08-09,39.38,completed,Books
O004259,C00702,2024-06-10,11.53,completed,Sports
O004260,C00702,2024-06-28,54.71,completed,Sports
O004261,C00702,2024-08-24,18.04,completed,Beauty
O004262,C00703,2024-10-09,160.62,completed,Sports
O004263,C00703,2024-09-17,195.88,completed,Beauty
O004264,C00703,2024-10-04,130.86,completed,Electronics
O004265,C00703,2024-08-23,131.01,completed,Beauty
O004266,C00703,2024-08-06,120.99,completed,Clothing
O004267,C00703,2024-07-19,107.04,completed,Home
O004268,C00704,2024-12-03,48.23,returned,Electronics
O004269,C00704,2024-11-15,35.54,completed,Books
O004270,C00704,2024-10-12,49.57,delivered,Books
O004271,C00704,2024-09-12,37.98,delivered,Clothing
O004272,C00704,2024-08-28,46.31,completed,Sports
O004273,C00704,2024-06-16,43.23,completed,Home
O004274,C00704,2024-09-25,39.44,completed,Books
O004275,C00704,2024-08-27,22.93,completed,Sports
O004276,C00704,2024-05-31,15.62,completed,Electronics
O004277,C00704,2024-05-03,54.98,returned,Clothing
O004278,C00704,2024-07-13,34.38,returned,Books
O004279,C00704,2024-03-29,37.91,completed,Books
O004280,C00704,2024-01-27,27.7,completed,Sports
O004281,C00704,2024-01-07,19.09,returned,Electronics
O004282,C00705,2024-11-12,220.72,delivered,Beauty
O004283,C00705,2024-10-31,200.3,returned,Home
O004284,C00705,2024-09-21,85.64,completed,Sports
O004285,C00705,2024-09-26,113.37,completed,Electronics
O004286,C00705,2024-10-06,203.38,completed,Beauty
O004287,C00705,2024-09-09,115.16,completed,Sports
O004288,C00705,2024-08-04,261.61,completed,Home
O004289,C00705,2024-05-10,200.28,completed,Sports
O004290,C00705,2024-04-22,291.23,completed,Home
O004291,C00705,2024-04-22,168.03,returned,Sports
O004292,C00705,2024-06-29,215.1,completed,Clothing
O004293,C00705,2024-06-11,166.94,completed,Sports
O004294,C00705,2023-12-23,212.43,completed,Beauty
O004295,C00705,2024-07-16,217.11,completed,Electronics
O004296,C00705,2024-02-15,96.25,completed,Sports
O004297,C00706,2024-11-18,149.18,delivered,Books
O004298,C00706,2024-11-09,199.79,completed,Books
O004299,C00706,2024-09-18,66.19,completed,Beauty
O004300,C00706,2024-09-08,184.17,completed,Clothing
O004301,C00706,2024-09-19,56.57,completed,Home
O004302,C00706,2024-06-02,64.16,completed,Books
O004303,C00706,2024-09-25,186.5,completed,Home
O004304,C00706,2024-07-05,124.34,completed,Electronics
O004305,C00706,2024-04-06,64.6,completed,Books
O004306,C00706,2024-08-23,180.96,returned,Home
O004307,C00707,2024-12-02,135.08,completed,Electronics
O004308,C00707,2024-11-17,163.34,completed,Books
O004309,C00707,2024-11-29,165.86,completed,Books
O004310,C00707,2024-10-25,139.18,delivered,Sports
O004311,C00707,2024-08-29,56.27,delivered,Books
O004312,C00707,2024-11-07,179.94,completed,Sports
O004313,C00708,2024-12-10,48.76,completed,Beauty
O004314,C00708,2024-11-05,133.26,completed,Clothing
O004315,C00708,2024-10-18,108.48,completed,Books
O004316,C00709,2024-11-10,113.33,returned,Sports
O004317,C00709,2024-10-09,170.71,completed,Books
O004318,C00709,2024-09-18,154.47,delivered,Beauty
O004319,C00709,2024-09-19,189.55,completed,Sports
O004320,C00709,2024-09-09,153.3,completed,Home
O004321,C00709,2024-07-13,138.25,completed,Books
O004322,C00709,2024-09-16,66.6,delivered,Clothing
O004323,C00710,2024-09-28,159.83,completed,Home
O004324,C00710,2024-09-04,140.61,completed,Books
O004325,C00710,2024-09-04,95.66,completed,Beauty
O004326,C00710,2024-08-20,104.92,returned,Electronics
O004327,C00710,2024-07-22,158.23,delivered,Sports
O004328,C00710,2024-05-01,76.93,completed,Clothing
O004329,C00710,2024-04-17,176.86,returned,Clothing
O004330,C00710,2024-06-26,116.91,completed,Home
O004331,C00711,2024-11-21,163.38,completed,Electronics
O004332,C00711,2024-11-11,210.71,returned,Sports
O004333,C00711,2024-09-25,257.54,completed,Sports
O004334,C00711,2024-08-10,135.05,completed,Home
O004335,C00711,2024-08-26,299.7,returned,Home
O004336,C00711,2024-06-14,174.89,completed,Electronics
O004337,C00711,2024-07-02,253.62,completed,Clothing
O004338,C00711,2024-09-10,260.44,completed,Home
O004339,C00711,2024-05-18,270.34,completed,Beauty
O004340,C00711,2024-05-29,198.25,completed,Sports
O004341,C00711,2024-04-21,252.15,completed,Home
O004342,C00712,2024-11-11,125.96,delivered,Electronics
O004343,C00712,2024-10-30,69.63,completed,Home
O004344,C00712,2024-09-26,181.38,completed,Books
O004345,C00712,2024-10-14,165.56,completed,Books
O004346,C00712,2024-09-20,58.13,completed,Books
O004347,C00713,2024-11-03,27.35,completed,Electronics
O004348,C00713,2024-09-29,56.6,completed,Clothing
O004349,C00713,2024-10-10,15.92,completed,Home
O004350,C00713,2024-09-30,58.16,completed,Beauty
O004351,C00713,2024-08-13,44.7,completed,Home
O004352,C00713,2024-06-23,16.72,completed,Sports
O004353,C00713,2024-09-06,29.51,completed,Electronics
O004354,C00713,2024-07-30,24.05,completed,Electronics
O004355,C00713,2024-05-31,55.54,delivered,Home
O004356,C00713,2024-04-10,49.84,returned,Beauty
O004357,C00714,2024-12-06,278.98,delivered,Electronics
O004358,C00714,2024-12-14,184.41,delivered,Beauty
O004359,C00714,2024-10-10,236.41,delivered,Clothing
O004360,C00714,2024-11-05,272.42,completed,Sports
O004361,C00714,2024-09-05,274.15,completed,Beauty
O004362,C00714,2024-11-07,284.82,completed,Beauty
O004363,C00715,2023-12-16,83.4,completed,Books
O004364,C00715,2023-11-22,26.09,returned,Electronics
O004365,C00716,2024-11-27,62.3,completed,Books
O004366,C00716,2024-10-06,90.76,completed,Clothing
O004367,C00717,2024-11-16,209.52,completed,Sports
O004368,C00717,2024-11-25,181.46,completed,Books
O004369,C00717,2024-10-28,161.07,completed,Sports
O004370,C00717,2024-10-17,148.15,completed,Books
O004371,C00717,2024-08-19,232.84,completed,Sports
O004372,C00717,2024-07-28,273.3,completed,Home
O004373,C00717,2024-09-27,86.92,completed,Home
O004374,C00717,2024-07-13,223.62,completed,Books
O004375,C00717,2024-05-23,154.48,completed,Clothing
O004376,C00717,2024-08-21,104.51,completed,Clothing
O004377,C00717,2024-03-01,296.64,completed,Sports
O004378,C00717,2024-03-16,248.38,returned,Beauty
O004379,C00718,2024-09-19,172.34,completed,Beauty
O004380,C00718,2024-09-04,185.18,completed,Clothing
O004381,C00718,2024-08-22,149.67,returned,Books
O004382,C00718,2024-06-18,161.34,completed,Clothing
O004383,C00718,2024-08-30,78.74,delivered,Sports
O004384,C00718,2024-05-18,152.76,completed,Beauty
O004385,C00718,2024-05-15,157.13,returned,Sports
O004386,C00718,2024-07-19,170.18,completed,Sports
O004387,C00718,2024-04-16,194.35,completed,Home
O004388,C00719,2024-09-10,61.38,completed,Sports
O004389,C00719,2024-08-01,147.67,completed,Books
O004390,C00719,2024-07-03,95.33,completed,Home
O004391,C00719,2024-06-13,138.32,completed,Clothing
O004392,C00720,2024-12-29,52.89,returned,Books
O004393,C00720,2024-11-03,15.19,completed,Books
O004394,C00720,2024-10-21,32.03,delivered,Home
O004395,C00720,2024-09-26,55.25,completed,Home
O004396,C00720,2024-10-29,23.94,completed,Books
O004397,C00720,2024-08-10,23.08,completed,Electronics
O004398,C00720,2024-06-17,20.51,delivered,Home
O004399,C00720,2024-10-05,33.76,delivered,Clothing
O004400,C00720,2024-06-18,45.23,delivered,Electronics
O004401,C00721,2024-11-19,88.58,returned,Books
O004402,C00722,2024-12-03,83.62,completed,Sports
O004403,C00722,2024-11-14,116.43,delivered,Books
O004404,C00723,2024-03-07,100.18,delivered,Sports
O004405,C00723,2024-02-12,105.33,delivered,Sports
O004406,C00723,2024-01-05,150.93,returned,Sports
O004407,C00723,2024-02-22,89.79,completed,Beauty
O004408,C00723,2023-12-07,141.4,completed,Electronics
O004409,C00724,2024-11-11,110.26,completed,Clothing
O004410,C00724,2024-11-20,258.25,returned,Sports
O004411,C00724,2024-09-04,244.49,completed,Books
O004412,C00724,2024-10-01,118.51,completed,Clothing
O004413,C00724,2024-07-09,202.48,completed,Sports
O004414,C00724,2024-06-20,115.8,completed,Clothing
O004415,C00724,2024-05-11,254.32,completed,Electronics
O004416,C00724,2024-04-11,225.1,completed,Electronics
O004417,C00724,2024-06-05,282.39,completed,Sports
O004418,C00724,2024-07-12,296.35,delivered,Sports
O004419,C00725,2024-10-28,37.85,completed,Clothing
O004420,C00725,2024-10-27,16.06,completed,Electronics
O004421,C00725,2024-10-03,21.5,completed,Electronics
O004422,C00725,2024-10-08,44.58,completed,Beauty
O004423,C00725,2024-08-12,28.97,completed,Electronics
O004424,C00726,2024-02-20,154.26,completed,Books
O004425,C00726,2024-02-15,65.82,delivered,Electronics
O004426,C00726,2024-01-23,74.62,completed,Electronics
O004427,C00726,2024-01-14,58.02,returned,Clothing
O004428,C00726,2023-12-01,87.62,completed,Books
O004429,C00726,2023-11-29,133.35,completed,Sports
O004430,C00726,2023-09-12,148.17,completed,Home
O004431,C00727,2024-11-11,98.98,delivered,Books
O004432,C00727,2024-11-17,47.55,completed,Beauty
O004433,C00728,2023-10-10,83.21,completed,Electronics
O004434,C00728,2023-10-09,78.67,completed,Beauty
O004435,C00728,2023-08-21,93.28,completed,Home
O004436,C00729,2024-07-11,92.83,returned,Sports
O004437,C00729,2024-07-07,106.88,completed,Home
O004438,C00729,2024-07-19,167.38,completed,Beauty
O004439,C00729,2024-05-17,176.42,returned,Beauty
O004440,C00729,2024-05-08,84.93,completed,Electronics
O004441,C00729,2024-03-13,169.1,completed,Electronics
O004442,C00729,2024-05-19,141.53,completed,Home
O004443,C00729,2024-06-01,155.01,delivered,Home
O004444,C00729,2024-04-27,101.85,delivered,Home
O004445,C00730,2024-09-27,56.29,delivered,Electronics
O004446,C00730,2024-09-09,165.95,completed,Beauty
O004447,C00730,2024-07-31,132.24,completed,Sports
O004448,C00730,2024-08-25,106.69,returned,Sports
O004449,C00730,2024-06-22,143.27,completed,Beauty
O004450,C00730,2024-04-28,167.74,delivered,Clothing
O004451,C00730,2024-03-28,115.02,delivered,Sports
O004452,C00730,2024-02-23,134.86,completed,Sports
O004453,C00730,2024-02-01,149.06,completed,Sports
O004454,C00730,2024-06-26,104.61,completed,Sports
O004455,C00731,2024-11-26,89.89,completed,Sports
O004456,C00731,2024-10-29,138.65,completed,Books
O004457,C00731,2024-10-18,53.92,completed,Clothing
O004458,C00731,2024-09-13,136.93,completed,Beauty
O004459,C00731,2024-07-12,145.97,delivered,Sports
O004460,C00732,2024-08-19,60.54,completed,Home
O004461,C00732,2024-08-31,100.86,completed,Sports
O004462,C00732,2024-07-10,142.8,completed,Beauty
O004463,C00732,2024-07-01,76.92,completed,Electronics
O004464,C00732,2024-06-09,93.53,completed,Books
O004465,C00732,2024-07-04,113.81,completed,Beauty
O004466,C00733,2024-11-17,120.67,completed,Electronics
O004467,C00733,2024-10-23,228.05,returned,Sports
O004468,C00733,2024-10-29,141.67,delivered,Books
O004469,C00733,2024-08-23,168.62,completed,Beauty
O004470,C00733,2024-09-23,118.95,completed,Sports
O004471,C00733,2024-06-17,153.54,delivered,Electronics
O004472,C00733,2024-06-14,91.75,returned,Home
O004473,C00733,2024-06-26,138.61,completed,Electronics
O004474,C00733,2024-04-29,156.25,completed,Home
O004475,C00733,2024-05-06,263.36,completed,Home
O004476,C00734,2023-11-11,30.11,delivered,Clothing
O004477,C00734,2023-11-09,87.57,completed,Beauty
O004478,C00734,2023-11-07,76.82,completed,Books
O004479,C00734,2023-10-22,25.07,completed,Clothing
O004480,C00735,2024-11-26,140.52,completed,Beauty
O004481,C00735,2024-11-19,126.48,completed,Home
O004482,C00735,2024-09-20,298.21,delivered,Clothing
O004483,C00735,2024-08-30,214.43,returned,Home
O004484,C00735,2024-10-30,92.85,completed,Sports
O004485,C00735,2024-09-04,115.4,completed,Books
O004486,C00735,2024-06-17,132.88,completed,Beauty
O004487,C00735,2024-09-12,165.69,delivered,Home
O004488,C00735,2024-09-19,185.92,completed,Home
O004489,C00735,2024-04-20,221.13,completed,Electronics
O004490,C00735,2024-08-02,206.36,completed,Sports
O004491,C00735,2024-07-07,265.64,completed,Books
O004492,C00735,2024-06-28,149.3,completed,Electronics
O004493,C00735,2024-07-10,243.65,completed,Beauty
O004494,C00735,2024-06-25,260.58,completed,Clothing
O004495,C00735,2024-06-20,87.22,completed,Beauty
O004496,C00735,2023-09-03,149.06,completed,Electronics
O004497,C00736,2024-07-24,141.09,returned,Electronics
O004498,C00736,2024-07-10,124.62,completed,Sports
O004499,C00736,2024-06-21,140.89,completed,Books
O004500,C00736,2024-07-04,153.67,delivered,Beauty
O004501,C00736,2024-05-21,127.1,delivered,Clothing
O004502,C00736,2024-03-19,94.8,delivered,Home
O004503,C00737,2024-10-07,52.71,returned,Electronics
O004504,C00737,2024-09-12,127.23,delivered,Clothing
O004505,C00737,2024-08-12,62.24,completed,Sports
O004506,C00737,2024-09-21,63.45,returned,Electronics
O004507,C00738,2024-12-04,89.99,completed,Sports
O004508,C00738,2024-10-23,214.37,completed,Books
O004509,C00738,2024-11-01,95.12,completed,Clothing
O004510,C00738,2024-09-29,176.33,delivered,Clothing
O004511,C00738,2024-09-22,271.7,completed,Beauty
O004512,C00738,2024-10-10,169.24,completed,Sports
O004513,C00739,2024-11-18,54.34,completed,Sports
O004514,C00739,2024-10-27,37.52,returned,Home
O004515,C00739,2024-10-14,94.48,delivered,Clothing
O004516,C00739,2024-09-02,44.29,completed,Home
O004517,C00740,2024-11-07,59.07,returned,Home
O004518,C00740,2024-11-01,55.75,delivered,Electronics
O004519,C00740,2024-10-05,26.7,completed,Beauty
O004520,C00740,2024-10-02,45.23,completed,Home
O004521,C00740,2024-08-31,40.99,completed,Electronics
O004522,C00740,2024-07-16,58.05,completed,Clothing
O004523,C00740,2024-05-16,19.14,completed,Sports
O004524,C00740,2024-09-19,37.04,completed,Home
O004525,C00741,2024-12-10,109.18,completed,Books
O004526,C00741,2024-12-14,113.27,delivered,Electronics
O004527,C00742,2024-11-18,62.5,completed,Beauty
O004528,C00742,2024-10-20,126.13,completed,Electronics
O004529,C00742,2024-11-26,71.35,completed,Books
O004530,C00742,2024-09-23,152.3,completed,Books
O004531,C00742,2024-08-11,76.57,returned,Electronics
O004532,C00743,2024-11-10,282.26,completed,Home
O004533,C00743,2024-09-28,286.91,returned,Clothing
O004534,C00743,2024-11-01,276.45,returned,Clothing
O004535,C00743,2024-09-29,176.3,completed,Sports
O004536,C00743,2024-08-28,271.82,completed,Electronics
O004537,C00743,2024-08-23,269.18,returned,Electronics
O004538,C00743,2024-09-02,150.29,completed,Clothing
O004539,C00743,2024-07-28,279.43,completed,Books
O004540,C00743,2024-03-11,231.01,completed,Beauty
O004541,C00743,2024-03-14,275.93,completed,Electronics
O004542,C00743,2024-04-23,142.15,completed,Electronics
O004543,C00743,2024-01-21,177.45,completed,Clothing
O004544,C00744,2024-09-28,45.45,completed,Books
O004545,C00744,2024-08-19,104.89,completed,Books
O004546,C00744,2024-09-22,140.48,returned,Electronics
O004547,C00744,2024-09-09,41.07,completed,Home
O004548,C00744,2024-06-11,108.42,completed,Books
O004549,C00745,2024-11-12,184.59,completed,Electronics
O004550,C00745,2024-11-07,102.23,completed,Clothing
O004551,C00745,2024-09-21,56.84,delivered,Books
O004552,C00745,2024-09-29,59.66,delivered,Home
O004553,C00746,2024-09-02,145.1,returned,Home
O004554,C00746,2024-07-18,107.83,completed,Sports
O004555,C00746,2024-07-02,78.07,completed,Home
O004556,C00746,2024-05-11,102.38,completed,Electronics
O004557,C00746,2024-06-11,82.67,completed,Electronics
O004558,C00746,2024-04-04,146.01,delivered,Sports
O004559,C00747,2024-02-05,51.82,completed,Sports
O004560,C00748,2024-12-11,64.82,completed,Beauty
O004561,C00749,2024-11-14,75.64,completed,Beauty
O004562,C00749,2024-10-27,41.36,returned,Clothing
O004563,C00749,2024-10-22,72.98,delivered,Home
O004564,C00750,2024-11-20,116.69,completed,Clothing
O004565,C00750,2024-12-01,30.25,completed,Beauty
O004566,C00751,2024-08-28,133.12,completed,Home
O004567,C00751,2024-09-14,63.98,returned,Home
O004568,C00751,2024-09-03,48.02,completed,Beauty
O004569,C00751,2024-07-16,68.06,completed,Clothing
O004570,C00751,2024-07-10,51.63,delivered,Home
O004571,C00752,2024-11-22,41.39,returned,Sports
O004572,C00752,2024-09-30,48.95,completed,Clothing
O004573,C00752,2024-09-25,26.55,completed,Electronics
O004574,C00752,2024-10-23,46.86,completed,Sports
O004575,C00752,2024-10-09,42.16,completed,Books
O004576,C00752,2024-09-23,27.81,completed,Books
O004577,C00752,2024-05-09,37.79,completed,Sports
O004578,C00753,2024-11-29,56.66,completed,Electronics
O004579,C00753,2024-10-26,83.18,completed,Clothing
O004580,C00753,2024-11-09,70.97,returned,Home
O004581,C00753,2024-09-02,76.75,delivered,Sports
O004582,C00754,2024-06-21,65.25,completed,Electronics
O004583,C00754,2024-06-28,67.47,delivered,Beauty
O004584,C00754,2024-05-20,33.4,completed,Clothing
O004585,C00754,2024-05-19,53.53,completed,Electronics
O004586,C00755,2024-11-28,105.51,delivered,Clothing
O004587,C00755,2024-11-28,88.38,completed,Electronics
O004588,C00755,2024-11-06,50.16,completed,Electronics
O004589,C00755,2024-11-01,170.17,completed,Clothing
O004590,C00755,2024-08-03,162.79,completed,Clothing
O004591,C00755,2024-09-05,114.72,completed,Electronics
O004592,C00755,2024-08-31,60.13,delivered,Electronics
O004593,C00755,2024-05-23,135.93,completed,Books
O004594,C00755,2024-09-22,152.96,delivered,Electronics
O004595,C00756,2024-11-30,104.65,completed,Clothing
O004596,C00756,2024-11-10,161.71,delivered,Sports
O004597,C00756,2024-11-24,240.67,completed,Sports
O004598,C00756,2024-09-26,231.86,completed,Clothing
O004599,C00756,2024-08-16,231.96,completed,Sports
O004600,C00756,2024-10-24,235.94,completed,Clothing
O004601,C00756,2024-06-25,197.7,returned,Sports
O004602,C00756,2024-08-21,94.78,completed,Sports
O004603,C00756,2024-08-27,191.87,delivered,Beauty
O004604,C00756,2024-08-12,256.82,completed,Home
O004605,C00756,2024-02-03,148.42,completed,Books
O004606,C00756,2024-08-12,298.99,completed,Clothing
O004607,C00757,2024-12-20,12.7,delivered,Clothing
O004608,C00757,2024-11-01,24.73,completed,Books
O004609,C00757,2024-11-01,16.76,completed,Electronics
O004610,C00757,2024-10-19,14.43,completed,Beauty
O004611,C00757,2024-10-06,42.74,returned,Clothing
O004612,C00757,2024-10-03,13.3,completed,Sports
O004613,C00757,2024-09-01,45.06,returned,Clothing
O004614,C00757,2024-05-04,46.74,completed,Electronics
O004615,C00757,2024-04-22,20.39,completed,Home
O004616,C00757,2024-03-23,44.79,completed,Clothing
O004617,C00757,2024-08-09,45.85,completed,Home
O004618,C00757,2024-01-28,56.52,returned,Electronics
O004619,C00758,2024-11-27,47.46,completed,Sports
O004620,C00759,2024-05-21,90.91,completed,Home
O004621,C00760,2024-09-21,74.57,completed,Home
O004622,C00760,2024-07-28,83.44,completed,Beauty
O004623,C00760,2024-07-05,56.77,completed,Sports
O004624,C00760,2024-08-10,68.89,completed,Clothing
O004625,C00761,2024-12-05,85.04,completed,Sports
O004626,C00761,2024-12-11,171.46,returned,Books
O004627,C00761,2024-11-27,183.33,completed,Sports
O004628,C00761,2024-11-21,269.33,completed,Sports
O004629,C00761,2024-08-13,290.27,completed,Electronics
O004630,C00761,2024-10-30,138.01,returned,Sports
O004631,C00761,2024-08-18,94.71,completed,Beauty
O004632,C00761,2024-09-06,113.18,completed,Clothing
O004633,C00761,2024-09-07,172.36,completed,Sports
O004634,C00761,2024-09-13,160.72,delivered,Home
O004635,C00761,2024-02-15,171.89,completed,Beauty
O004636,C00761,2024-01-07,245.69,completed,Beauty
O004637,C00761,2024-05-01,234.09,completed,Electronics
O004638,C00761,2023-11-30,256.92,completed,Home
O004639,C00761,2024-07-09,146.7,completed,Home
O004640,C00761,2024-02-27,224.33,completed,Beauty
O004641,C00761,2024-01-01,295.53,returned,Home
O004642,C00761,2023-09-04,249.45,returned,Clothing
O004643,C00762,2024-10-27,40.94,returned,Sports
O004644,C00762,2024-10-04,58.4,completed,Clothing
O004645,C00762,2024-09-27,82.39,completed,Electronics
O004646,C00762,2024-09-27,72.51,completed,Home
O004647,C00762,2024-09-01,126.44,returned,Clothing
O004648,C00762,2024-06-23,143.49,delivered,Books
O004649,C00763,2024-11-05,56.64,returned,Sports
O004650,C00763,2024-10-15,109.99,completed,Sports
O004651,C00763,2024-09-04,144.41,delivered,Books
O004652,C00763,2024-08-09,50.79,delivered,Beauty
O004653,C00764,2024-12-03,95.19,returned,Electronics
O004654,C00765,2024-11-03,29.01,completed,Clothing
O004655,C00765,2024-10-10,26.94,completed,Clothing
O004656,C00765,2024-09-29,57.36,completed,Home
O004657,C00765,2024-08-01,12.88,delivered,Clothing
O004658,C00765,2024-09-17,22.28,completed,Electronics
O004659,C00765,2024-08-05,13.88,returned,Home
O004660,C00765,2024-05-13,34.98,completed,Home
O004661,C00765,2024-07-09,28.49,completed,Books
O004662,C00765,2024-05-29,55.81,delivered,Books
O004663,C00765,2024-06-19,34.97,completed,Beauty
O004664,C00765,2024-03-19,45.61,returned,Home
O004665,C00765,2024-02-04,48.6,returned,Home
O004666,C00765,2024-04-16,28.02,completed,Beauty
O004667,C00765,2024-01-10,38.22,completed,Beauty
O004668,C00766,2024-09-21,125.42,completed,Beauty
O004669,C00766,2024-09-22,185.89,completed,Electronics
O004670,C00766,2024-09-03,101.49,completed,Electronics
O004671,C00766,2024-07-09,154.66,completed,Sports
O004672,C00766,2024-07-25,188.79,delivered,Home
O004673,C00766,2024-04-18,63.13,completed,Clothing
O004674,C00766,2024-05-06,139.39,completed,Home
O004675,C00767,2024-12-06,57.19,completed,Clothing
O004676,C00767,2024-12-01,106.81,completed,Electronics
O004677,C00767,2024-10-01,108.31,completed,Clothing
O004678,C00768,2024-06-01,143.26,completed,Home
O004679,C00768,2024-06-04,100.02,completed,Electronics
O004680,C00768,2024-05-03,134.59,delivered,Clothing
O004681,C00768,2024-04-25,153.04,completed,Beauty
O004682,C00769,2024-11-17,149.68,completed,Clothing
O004683,C00769,2024-10-17,258.11,completed,Sports
O004684,C00769,2024-09-30,128.4,completed,Clothing
O004685,C00769,2024-10-29,291.43,returned,Electronics
O004686,C00769,2024-10-29,197.51,returned,Books
O004687,C00769,2024-09-21,189.05,delivered,Home
O004688,C00769,2024-08-31,111.26,completed,Electronics
O004689,C00770,2024-10-28,32.33,delivered,Home
O004690,C00770,2024-10-15,17.82,completed,Books
O004691,C00770,2024-09-20,46.96,completed,Beauty
O004692,C00770,2024-08-12,49.88,completed,Home
O004693,C00770,2024-06-19,44.01,returned,Beauty
O004694,C00770,2024-09-13,15.62,completed,Books
O004695,C00770,2024-08-05,53.48,returned,Electronics
O004696,C00770,2024-04-23,30.55,completed,Books
O004697,C00770,2024-07-20,21.13,completed,Beauty
O004698,C00770,2024-04-23,16.6,completed,Beauty
O004699,C00771,2024-12-07,46.95,completed,Electronics
O004700,C00771,2024-12-03,55.08,completed,Books
O004701,C00771,2024-11-25,113.25,returned,Books
O004702,C00772,2023-11-05,85.09,delivered,Electronics
O004703,C00772,2023-10-29,94.21,completed,Home
O004704,C00772,2023-08-15,72.66,completed,Electronics
O004705,C00773,2024-11-26,178.45,completed,Books
O004706,C00773,2024-11-23,59.86,completed,Home
O004707,C00773,2024-09-23,149.39,completed,Electronics
O004708,C00773,2024-09-18,53.97,completed,Clothing
O004709,C00774,2024-11-29,282.06,completed,Sports
O004710,C00774,2024-11-03,232.71,completed,Clothing
O004711,C00774,2024-11-29,123.66,completed,Beauty
O004712,C00774,2024-09-05,156.09,returned,Clothing
O004713,C00774,2024-09-08,250.62,completed,Books
O004714,C00774,2024-10-28,212.21,completed,Sports
O004715,C00774,2024-06-22,252.5,completed,Clothing
O004716,C00774,2024-07-11,292.6,completed,Books
O004717,C00774,2024-04-13,126.91,completed,Clothing
O004718,C00774,2024-08-12,113.17,returned,Beauty
O004719,C00774,2024-07-18,233.85,completed,Sports
O004720,C00774,2024-04-03,213.74,completed,Home
O004721,C00774,2024-02-21,267.63,returned,Books
O004722,C00774,2024-04-24,252.01,completed,Clothing
O004723,C00774,2024-04-11,173.11,completed,Sports
O004724,C00775,2024-12-11,83.68,completed,Sports
O004725,C00775,2024-11-17,45.01,completed,Beauty
O004726,C00775,2024-10-04,126.67,completed,Sports
O004727,C00775,2024-11-06,131.27,completed,Beauty
O004728,C00776,2024-12-24,188.11,completed,Beauty
O004729,C00776,2024-12-08,157.93,delivered,Clothing
O004730,C00776,2024-11-11,235.34,completed,Books
O004731,C00776,2024-09-05,175.64,returned,Home
O004732,C00776,2024-09-07,269.1,completed,Beauty
O004733,C00776,2024-09-14,151.35,completed,Clothing
O004734,C00777,2024-08-15,37.34,returned,Clothing
O004735,C00777,2024-08-26,96.18,returned,Sports
O004736,C00778,2024-11-30,213.63,completed,Clothing
O004737,C00778,2024-11-22,203.25,returned,Books
O004738,C00778,2024-11-15,237.82,returned,Books
O004739,C00778,2024-09-05,269.25,completed,Books
O004740,C00778,2024-09-30,169.11,completed,Clothing
O004741,C00778,2024-08-10,126.43,returned,Electronics
O004742,C00779,2024-08-02,166.62,returned,Beauty
O004743,C00779,2024-08-03,58.67,returned,Electronics
O004744,C00779,2024-06-01,57.2,completed,Books
O004745,C00779,2024-05-28,85.85,completed,Electronics
O004746,C00779,2024-05-18,136.97,completed,Sports
O004747,C00779,2024-04-22,150.38,returned,Sports
O004748,C00780,2024-12-11,137.73,completed,Clothing
O004749,C00780,2024-10-13,82.39,completed,Books
O004750,C00780,2024-11-14,95.96,completed,Books
O004751,C00780,2024-09-21,65.22,returned,Beauty
O004752,C00781,2024-11-09,74.52,completed,Beauty
O004753,C00781,2024-10-30,79.77,completed,Sports
O004754,C00781,2024-10-13,127.92,returned,Books
O004755,C00781,2024-10-04,80.51,completed,Books
O004756,C00782,2024-12-24,204.57,returned,Home
O004757,C00782,2024-11-25,174.22,completed,Sports
O004758,C00782,2024-11-25,206.77,completed,Sports
O004759,C00782,2024-10-30,210.01,completed,Sports
O004760,C00782,2024-09-14,158.71,completed,Electronics
O004761,C00782,2024-07-07,256.75,completed,Electronics
O004762,C00782,2024-08-24,117.12,completed,Books
O004763,C00782,2024-10-14,95.65,returned,Beauty
O004764,C00782,2024-09-13,109.91,returned,Electronics
O004765,C00782,2024-08-20,147.65,completed,Sports
O004766,C00783,2024-11-14,68.7,delivered,Beauty
O004767,C00784,2024-11-25,88.25,completed,Electronics
O004768,C00784,2024-10-28,115.94,completed,Clothing
O004769,C00785,2024-11-26,123.58,completed,Clothing
O004770,C00785,2024-11-24,169.68,completed,Clothing
O004771,C00785,2024-09-24,147.81,returned,Electronics
O004772,C00785,2024-09-12,193.87,returned,Sports
O004773,C00786,2024-01-16,53.63,completed,Books
O004774,C00786,2024-01-10,95.26,returned,Sports
O004775,C00786,2023-12-05,36.24,delivered,Electronics
O004776,C00786,2023-10-15,81.6,completed,Home
O004777,C00787,2024-11-27,126.87,returned,Sports
O004778,C00787,2024-11-07,100.23,completed,Electronics
O004779,C00787,2024-11-19,56.85,completed,Sports
O004780,C00787,2024-11-19,102.8,completed,Home
