session_id,customer_id,visit_date,page_views
S0006945,C00538,2022-06-19,15
S0006946,C00538,2023-12-07,14
S0006947,C00538,2022-05-24,7
S0006948,C00538,2024-06-03,7
S0006949,C00538,2022-08-25,4
S0006950,C00538,2024-01-14,19
S0006951,C00538,2024-02-19,20
S0006952,C00538,2023-12-17,12
S0006953,C00538,2023-09-15,20
S0006954,C00538,2022-06-04,15
S0006955,C00538,2022-05-04,18
S0006956,C00538,2023-12-03,11
S0006957,C00538,2024-10-08,13
S0006958,C00538,2023-04-29,9
S0006959,C00538,2022-09-11,14
S0006960,C00538,2023-01-12,12
S0006961,C00538,2023-04-02,4
S0006962,C00539,2023-06-29,1
S0006963,C00539,2022-12-20,7
S0006964,C00539,2024-07-12,8
S0006965,C00539,2023-03-22,2
S0006966,C00539,2023-07-02,12
S0006967,C00539,2024-08-05,9
S0006968,C00539,2022-07-18,5
S0006969,C00539,2024-05-27,1
S0006970,C00539,2023-05-25,16
S0006971,C00539,2024-09-10,19
S0006972,C00539,2022-02-27,11
S0006973,C00539,2023-06-15,5
S0006974,C00539,2023-10-16,8
S0006975,C00539,2022-06-20,16
S0006976,C00540,2022-02-18,5
S0006977,C00540,2024-10-07,15
S0006978,C00540,2024-09-20,6
S0006979,C00540,2022-07-21,15
S0006980,C00540,2024-11-19,18
S0006981,C00540,2024-10-04,5
S0006982,C00540,2024-07-18,17
S0006983,C00540,2022-11-13,13
S0006984,C00540,2023-11-28,1
S0006985,C00540,2022-04-08,7
S0006986,C00540,2022-06-11,6
S0006987,C00540,2023-03-04,12
S0006988,C00540,2023-08-04,17
S0006989,C00540,2023-04-18,14
S0006990,C00540,2024-05-12,6
S0006991,C00540,2023-10-15,8
S0006992,C00540,2024-02-10,16
S0006993,C00540,2022-08-19,18
S0006994,C00540,2023-03-07,5
S0006995,C00540,2023-03-18,19
S0006996,C00540,2023-11-04,7
S0006997,C00541,2022-10-30,3
S0006998,C00542,2023-11-21,19
S0006999,C00542,2023-12-15,6
S0007000,C00542,2022-11-16,7
S0007001,C00542,2023-04-25,4
S0007002,C00542,2023-11-25,20
S0007003,C00542,2022-06-12,2
S0007004,C00542,2024-01-02,3
S0007005,C00542,2023-11-18,2
S0007006,C00542,2024-09-18,19
S0007007,C00542,2024-09-14,5
S0007008,C00542,2022-12-02,17
S0007009,C00543,2022-04-12,18
S0007010,C00543,2022-08-17,18
S0007011,C00543,2024-10-30,15
S0007012,C00543,2022-01-17,17
S0007013,C00544,2023-11-14,2
S0007014,C00544,2022-03-27,2
S0007015,C00544,2023-03-28,17
S0007016,C00544,2022-07-25,4
S0007017,C00544,2023-03-30,5
S0007018,C00544,2022-03-06,8
S0007019,C00544,2024-03-28,1
S0007020,C00544,2024-03-20,1
S0007021,C00544,2023-01-27,8
S0007022,C00544,2024-10-07,9
S0007023,C00544,2024-03-31,3
S0007024,C00544,2022-12-12,13
S0007025,C00544,2022-01-04,15
S0007026,C00544,2022-09-28,17
S0007027,C00544,2022-05-04,16
S0007028,C00544,2023-05-26,10
S0007029,C00544,2023-08-22,14
S0007030,C00544,2024-02-13,20
S0007031,C00544,2022-01-05,19
S0007032,C00544,2022-08-20,2
S0007033,C00545,2023-03-19,3
S0007034,C00545,2023-05-09,15
S0007035,C00545,2024-10-30,2
S0007036,C00545,2023-07-09,9
S0007037,C00545,2024-04-05,1
S0007038,C00545,2022-01-12,16
S0007039,C00546,2022-06-16,20
S0007040,C00546,2023-06-02,19
S0007041,C00546,2022-12-16,7
S0007042,C00546,2023-11-08,20
S0007043,C00546,2022-11-23,2
S0007044,C00546,2022-12-29,16
S0007045,C00546,2023-03-07,2
S0007046,C00546,2023-09-25,19
S0007047,C00546,2024-09-30,17
S0007048,C00546,2022-03-11,11
S0007049,C00546,2023-10-24,2
S0007050,C00546,2022-08-07,10
S0007051,C00546,2023-07-24,8
S0007052,C00546,2022-01-08,4
S0007053,C00546,2022-08-02,3
S0007054,C00546,2024-05-29,16
S0007055,C00546,2022-02-26,12
S0007056,C00546,2022-08-04,5
S0007057,C00546,2022-05-31,2
S0007058,C00547,2023-10-05,8
S0007059,C00547,2023-10-21,7
S0007060,C00547,2023-12-27,10
S0007061,C00547,2022-12-10,8
S0007062,C00547,2024-05-24,12
S0007063,C00547,2023-03-07,16
S0007064,C00547,2023-12-14,12
S0007065,C00547,2024-12-26,9
S0007066,C00547,2022-07-16,5
S0007067,C00547,2023-01-03,13
S0007068,C00547,2023-09-28,6
S0007069,C00547,2023-09-18,19
S0007070,C00547,2022-06-17,9
S0007071,C00547,2024-11-22,11
S0007072,C00547,2024-03-27,4
S0007073,C00547,2024-11-04,20
S0007074,C00548,2024-04-10,11
S0007075,C00548,2024-12-27,11
S0007076,C00548,2023-06-05,15
S0007077,C00548,2023-04-02,20
S0007078,C00548,2023-05-11,1
S0007079,C00548,2022-06-21,14
S0007080,C00548,2022-09-01,6
S0007081,C00548,2024-08-19,20
S0007082,C00548,2022-10-19,10
S0007083,C00548,2023-01-05,13
S0007084,C00549,2024-11-21,3
S0007085,C00549,2022-05-16,11
S0007086,C00549,2022-02-10,15
S0007087,C00549,2022-09-04,14
S0007088,C00549,2024-12-24,19
S0007089,C00550,2023-02-28,5
S0007090,C00550,2022-08-30,16
S0007091,C00550,2022-08-17,3
S0007092,C00550,2023-07-26,13
S0007093,C00550,2024-08-09,11
S0007094,C00551,2022-03-08,3
S0007095,C00551,2023-10-07,16
S0007096,C00551,2022-04-27,11
S0007097,C00551,2023-12-29,15
S0007098,C00551,2022-03-16,4
S0007099,C00551,2023-07-18,8
S0007100,C00551,2022-02-15,5
S0007101,C00552,2024-06-25,13
S0007102,C00552,2024-07-15,20
S0007103,C00552,2022-09-13,17
S0007104,C00552,2022-09-18,9
S0007105,C00552,2023-07-17,1
S0007106,C00552,2023-07-29,5
S0007107,C00552,2024-12-26,8
S0007108,C00552,2022-09-21,9
S0007109,C00552,2022-12-13,1
S0007110,C00552,2022-03-26,20
S0007111,C00552,2023-11-09,9
S0007112,C00552,2022-06-17,2
S0007113,C00552,2024-11-06,10
S0007114,C00552,2022-09-16,20
S0007115,C00552,2024-08-16,20
S0007116,C00552,2024-04-12,16
S0007117,C00552,2024-03-13,10
S0007118,C00552,2022-10-13,14
S0007119,C00552,2023-05-26,8
S0007120,C00552,2023-03-05,4
S0007121,C00552,2023-02-19,6
S0007122,C00552,2024-01-01,14
S0007123,C00552,2023-01-07,3
S0007124,C00552,2022-12-21,15
S0007125,C00552,2023-07-17,3
S0007126,C00553,2023-09-29,1
S0007127,C00553,2023-11-12,12
S0007128,C00553,2022-07-26,14
S0007129,C00553,2022-09-21,20
S0007130,C00553,2024-08-17,15
S0007131,C00553,2022-11-07,20
S0007132,C00553,2022-05-21,13
S0007133,C00553,2022-09-11,14
S0007134,C00553,2023-03-28,9
S0007135,C00553,2024-05-05,3
S0007136,C00553,2024-08-01,10
S0007137,C00553,2024-03-21,9
S0007138,C00553,2024-07-13,17
S0007139,C00553,2023-01-18,2
S0007140,C00553,2024-08-25,19
S0007141,C00553,2023-11-09,5
S0007142,C00553,2022-05-02,16
S0007143,C00553,2023-11-25,16
S0007144,C00553,2022-02-08,9
S0007145,C00553,2024-02-27,9
S0007146,C00553,2024-12-26,7
S0007147,C00553,2024-08-04,3
S0007148,C00553,2023-10-14,7
S0007149,C00553,2022-05-04,7
S0007150,C00554,2024-05-05,7
S0007151,C00554,2022-08-18,16
S0007152,C00554,2023-07-24,17
S0007153,C00554,2022-08-03,14
S0007154,C00554,2024-07-27,9
S0007155,C00554,2023-04-08,4
S0007156,C00554,2022-10-26,4
S0007157,C00554,2023-01-05,15
S0007158,C00554,2022-11-08,12
S0007159,C00554,2024-05-06,15
S0007160,C00554,2023-04-02,10
S0007161,C00554,2024-10-16,11
S0007162,C00554,2023-01-26,4
S0007163,C00554,2024-09-08,18
S0007164,C00554,2023-08-26,3
S0007165,C00554,2024-05-20,9
S0007166,C00555,2023-11-25,13
S0007167,C00555,2022-02-17,20
S0007168,C00555,2022-08-10,11
S0007169,C00555,2024-08-17,12
S0007170,C00555,2023-07-21,4
S0007171,C00555,2024-02-04,15
S0007172,C00555,2024-05-28,4
S0007173,C00555,2023-06-19,5
S0007174,C00555,2023-01-11,8
S0007175,C00555,2023-07-18,5
S0007176,C00555,2022-12-13,2
S0007177,C00555,2024-06-15,17
S0007178,C00555,2024-10-26,14
S0007179,C00555,2022-09-14,5
S0007180,C00555,2023-05-25,11
S0007181,C00556,2023-07-22,6
S0007182,C00556,2022-11-03,4
S0007183,C00556,2023-04-02,5
S0007184,C00556,2024-05-08,18
S0007185,C00556,2024-10-07,19
S0007186,C00556,2024-10-16,7
S0007187,C00556,2022-12-03,11
S0007188,C00556,2024-03-05,2
S0007189,C00557,2023-05-13,20
S0007190,C00557,2023-07-31,16
S0007191,C00557,2024-01-01,18
S0007192,C00557,2024-02-04,20
S0007193,C00557,2024-11-03,20
S0007194,C00557,2023-05-17,10
S0007195,C00557,2023-06-17,8
S0007196,C00557,2022-11-08,17
S0007197,C00557,2022-03-31,4
S0007198,C00557,2023-06-09,1
S0007199,C00557,2023-08-02,12
S0007200,C00557,2022-05-31,15
S0007201,C00557,2024-07-18,19
S0007202,C00557,2022-02-17,4
S0007203,C00557,2024-09-29,3
S0007204,C00557,2023-12-12,10
S0007205,C00557,2024-10-26,19
S0007206,C00557,2023-06-21,19
S0007207,C00557,2023-10-17,2
S0007208,C00557,2024-02-03,8
S0007209,C00558,2024-02-28,5
S0007210,C00558,2023-05-05,14
S0007211,C00558,2022-01-29,15
S0007212,C00558,2024-05-03,18
S0007213,C00558,2022-11-29,14
S0007214,C00558,2023-04-12,15
S0007215,C00558,2023-08-04,1
S0007216,C00558,2024-02-21,17
S0007217,C00558,2023-10-29,19
S0007218,C00558,2024-06-13,9
S0007219,C00558,2024-04-27,12
S0007220,C00558,2022-10-10,3
S0007221,C00558,2023-11-04,16
S0007222,C00558,2022-10-27,10
S0007223,C00558,2023-11-10,13
S0007224,C00558,2024-03-16,11
S0007225,C00558,2023-07-30,14
S0007226,C00558,2023-07-31,7
S0007227,C00558,2024-11-10,19
S0007228,C00558,2024-08-18,20
S0007229,C00558,2023-03-21,1
S0007230,C00558,2024-06-22,1
S0007231,C00559,2023-07-30,13
S0007232,C00560,2024-05-04,2
S0007233,C00560,2024-01-11,6
S0007234,C00560,2022-10-01,14
S0007235,C00560,2022-07-28,5
S0007236,C00560,2023-09-07,16
S0007237,C00560,2022-08-17,7
S0007238,C00560,2022-02-14,11
S0007239,C00560,2022-11-26,1
S0007240,C00560,2024-03-19,9
S0007241,C00560,2022-02-23,19
S0007242,C00560,2022-05-11,20
S0007243,C00560,2022-06-12,15
S0007244,C00560,2022-01-29,13
S0007245,C00560,2024-06-04,19
S0007246,C00561,2023-10-13,10
S0007247,C00561,2024-11-10,20
S0007248,C00561,2022-08-07,1
S0007249,C00561,2022-11-27,3
S0007250,C00561,2022-09-08,9
S0007251,C00561,2022-02-28,19
S0007252,C00561,2022-06-26,11
S0007253,C00561,2023-10-04,18
S0007254,C00562,2024-04-01,16
S0007255,C00562,2023-02-02,17
S0007256,C00562,2023-03-19,8
S0007257,C00562,2024-07-22,1
S0007258,C00563,2024-11-25,7
S0007259,C00563,2023-10-17,14
S0007260,C00563,2023-05-01,6
S0007261,C00563,2024-08-31,16
S0007262,C00563,2022-04-07,7
S0007263,C00563,2024-04-10,3
S0007264,C00563,2023-03-28,5
S0007265,C00563,2024-10-29,17
S0007266,C00563,2024-10-06,11
S0007267,C00563,2022-10-08,11
S0007268,C00564,2024-05-24,18
S0007269,C00564,2024-08-23,12
S0007270,C00564,2023-01-06,13
S0007271,C00564,2023-06-29,8
S0007272,C00564,2024-06-15,20
S0007273,C00564,2024-10-14,19
S0007274,C00564,2024-10-04,11
S0007275,C00564,2022-10-09,11
S0007276,C00564,2023-09-15,5
S0007277,C00564,2022-07-25,15
S0007278,C00564,2022-07-05,20
S0007279,C00564,2022-09-01,14
S0007280,C00564,2024-12-12,9
S0007281,C00564,2023-11-13,19
S0007282,C00564,2022-12-17,13
S0007283,C00565,2023-09-28,19
S0007284,C00565,2023-08-25,11
S0007285,C00565,2022-03-28,11
S0007286,C00565,2023-03-09,15
S0007287,C00565,2024-01-18,9
S0007288,C00565,2022-04-23,9
S0007289,C00565,2023-11-20,4
S0007290,C00566,2022-05-16,9
S0007291,C00566,2022-08-19,1
S0007292,C00566,2022-06-11,1
S0007293,C00566,2024-12-30,15
S0007294,C00566,2022-12-10,13
S0007295,C00566,2022-02-05,12
S0007296,C00566,2023-09-22,15
S0007297,C00566,2022-07-18,7
S0007298,C00566,2024-10-07,7
S0007299,C00566,2022-09-17,13
S0007300,C00566,2024-02-23,14
S0007301,C00566,2024-02-05,20
S0007302,C00566,2024-11-08,3
S0007303,C00566,2024-12-21,7
S0007304,C00566,2024-08-25,1
S0007305,C00566,2023-01-26,19
S0007306,C00566,2023-07-03,16
S0007307,C00566,2023-03-30,4
S0007308,C00566,2023-01-15,11
S0007309,C00566,2023-07-27,20
S0007310,C00566,2024-10-11,2
S0007311,C00566,2024-10-11,12
S0007312,C00566,2022-07-15,10
S0007313,C00566,2024-10-09,14
S0007314,C00566,2024-10-11,10
S0007315,C00567,2022-04-28,5
S0007316,C00567,2024-12-27,13
S0007317,C00568,2023-05-28,4
S0007318,C00568,2024-04-30,1
S0007319,C00568,2024-07-17,8
S0007320,C00568,2022-07-04,19
S0007321,C00568,2024-12-07,12
S0007322,C00568,2022-04-03,9
S0007323,C00568,2024-09-02,18
S0007324,C00568,2022-10-15,11
S0007325,C00568,2024-01-13,13
S0007326,C00568,2024-05-11,4
S0007327,C00568,2023-01-15,18
S0007328,C00568,2022-12-07,10
S0007329,C00568,2022-04-11,17
S0007330,C00568,2022-11-01,18
S0007331,C00568,2024-07-14,5
S0007332,C00568,2024-06-23,10
S0007333,C00569,2024-02-14,10
S0007334,C00569,2024-10-18,2
S0007335,C00570,2024-12-13,15
S0007336,C00570,2022-03-10,9
S0007337,C00570,2023-08-19,19
S0007338,C00570,2022-06-17,14
S0007339,C00570,2022-02-17,16
S0007340,C00570,2023-01-26,1
S0007341,C00570,2022-11-05,16
S0007342,C00570,2024-01-13,18
S0007343,C00570,2024-10-14,19
S0007344,C00570,2023-06-10,7
S0007345,C00570,2022-10-20,1
S0007346,C00570,2024-01-04,2
S0007347,C00570,2022-03-04,2
S0007348,C00570,2023-07-01,7
S0007349,C00570,2024-03-08,11
S0007350,C00570,2024-05-27,1
S0007351,C00570,2024-09-28,11
S0007352,C00570,2023-07-26,12
S0007353,C00571,2023-01-18,6
S0007354,C00571,2023-03-10,7
S0007355,C00571,2024-06-14,1
S0007356,C00571,2024-05-03,19
S0007357,C00571,2023-05-28,7
S0007358,C00571,2023-09-02,15
S0007359,C00571,2022-10-02,19
S0007360,C00571,2024-05-24,19
S0007361,C00571,2023-03-25,6
S0007362,C00572,2023-11-07,5
S0007363,C00572,2024-01-09,19
S0007364,C00572,2024-03-22,3
S0007365,C00572,2024-07-13,2
S0007366,C00573,2024-12-08,12
S0007367,C00573,2023-07-03,18
S0007368,C00573,2022-08-19,18
S0007369,C00573,2024-11-12,5
S0007370,C00573,2024-06-04,9
S0007371,C00573,2022-01-30,19
S0007372,C00573,2023-05-29,3
S0007373,C00573,2023-01-11,12
S0007374,C00573,2023-09-22,16
S0007375,C00573,2022-10-12,10
S0007376,C00573,2024-05-20,7
S0007377,C00573,2023-03-15,2
S0007378,C00573,2023-02-08,10
S0007379,C00573,2023-11-27,18
S0007380,C00573,2023-08-08,1
S0007381,C00573,2023-07-18,7
S0007382,C00573,2022-03-27,17
S0007383,C00574,2023-08-31,8
S0007384,C00574,2024-06-11,14
S0007385,C00574,2024-05-10,10
S0007386,C00574,2024-10-06,2
S0007387,C00574,2023-11-13,10
S0007388,C00574,2024-08-26,4
S0007389,C00574,2024-03-28,4
S0007390,C00574,2023-04-06,2
S0007391,C00574,2024-06-13,20
S0007392,C00574,2024-01-09,16
S0007393,C00574,2022-04-15,16
S0007394,C00574,2022-09-11,8
S0007395,C00574,2022-02-08,17
S0007396,C00574,2022-03-01,5
S0007397,C00574,2024-11-07,16
S0007398,C00574,2024-12-23,11
S0007399,C00574,2022-11-23,16
S0007400,C00574,2022-10-01,9
S0007401,C00574,2023-09-29,1
S0007402,C00575,2023-11-23,7
S0007403,C00575,2024-01-30,3
S0007404,C00575,2024-10-17,3
S0007405,C00575,2024-08-10,4
S0007406,C00575,2022-09-05,18
S0007407,C00575,2024-11-09,5
S0007408,C00575,2022-10-20,3
S0007409,C00575,2023-05-23,4
S0007410,C00575,2024-06-27,5
S0007411,C00575,2023-04-20,13
S0007412,C00575,2022-05-24,7
S0007413,C00575,2022-09-15,18
S0007414,C00575,2022-03-19,1
S0007415,C00575,2022-04-04,4
S0007416,C00576,2023-11-16,20
S0007417,C00576,2023-09-05,1
S0007418,C00576,2024-12-04,16
S0007419,C00576,2023-06-02,20
S0007420,C00576,2023-12-28,1
S0007421,C00576,2023-03-23,7
S0007422,C00576,2023-06-05,14
S0007423,C00576,2024-06-27,1
S0007424,C00576,2024-01-24,15
S0007425,C00576,2024-07-08,7
S0007426,C00576,2024-03-15,9
S0007427,C00576,2022-08-19,10
S0007428,C00576,2022-05-04,6
S0007429,C00576,2023-01-11,13
S0007430,C00576,2023-12-15,14
S0007431,C00576,2022-12-26,1
S0007432,C00576,2023-07-11,17
S0007433,C00576,2023-08-06,13
S0007434,C00576,2022-06-13,18
S0007435,C00576,2022-04-25,5
S0007436,C00577,2024-11-11,5
S0007437,C00577,2023-03-22,19
S0007438,C00577,2024-10-24,18
S0007439,C00577,2023-08-22,7
S0007440,C00577,2024-08-31,16
S0007441,C00577,2022-09-14,4
S0007442,C00577,2022-05-31,17
S0007443,C00577,2023-02-23,3
S0007444,C00577,2023-12-05,3
S0007445,C00577,2024-09-13,11
S0007446,C00577,2023-05-09,2
S0007447,C00577,2024-09-07,6
S0007448,C00577,2022-02-06,9
S0007449,C00577,2024-10-21,13
S0007450,C00577,2022-07-20,18
S0007451,C00577,2022-11-01,2
S0007452,C00577,2023-07-30,3
S0007453,C00578,2022-10-12,11
S0007454,C00578,2022-03-24,14
S0007455,C00578,2023-05-02,6
S0007456,C00578,2022-05-11,9
S0007457,C00578,2023-07-19,12
S0007458,C00579,2024-05-09,18
S0007459,C00579,2024-05-14,7
S0007460,C00579,2022-06-18,10
S0007461,C00579,2024-04-18,18
S0007462,C00579,2024-09-26,1
S0007463,C00579,2023-07-20,3
S0007464,C00579,2022-07-19,12
S0007465,C00579,2022-09-05,14
S0007466,C00579,2024-05-07,19
S0007467,C00579,2023-11-24,11
S0007468,C00579,2023-02-12,20
S0007469,C00579,2022-10-06,3
S0007470,C00579,2022-07-22,4
S0007471,C00579,2022-10-04,10
S0007472,C00579,2024-03-15,9
S0007473,C00579,2024-12-06,18
S0007474,C00579,2022-04-07,15
S0007475,C00579,2022-04-13,16
S0007476,C00579,2022-04-20,15
S0007477,C00579,2024-10-05,8
S0007478,C00579,2022-02-14,19
S0007479,C00579,2023-05-02,20
S0007480,C00580,2022-12-30,6
S0007481,C00580,2024-12-14,5
S0007482,C00580,2022-09-05,1
S0007483,C00580,2022-10-10,4
S0007484,C00580,2023-12-19,5
S0007485,C00580,2023-02-06,9
S0007486,C00581,2024-12-13,10
S0007487,C00581,2022-09-08,15
S0007488,C00581,2022-08-12,19
S0007489,C00581,2023-04-29,5
S0007490,C00581,2022-11-30,11
S0007491,C00581,2024-07-05,3
S0007492,C00581,2024-06-18,15
S0007493,C00581,2022-07-10,17
S0007494,C00581,2023-12-28,2
S0007495,C00581,2024-03-29,10
S0007496,C00581,2022-08-12,20
S0007497,C00581,2024-07-20,16
S0007498,C00581,2023-04-07,5
S0007499,C00581,2022-02-19,7
S0007500,C00581,2024-03-20,1
S0007501,C00581,2024-09-09,4
S0007502,C00581,2023-08-19,19
S0007503,C00581,2024-12-06,15
S0007504,C00581,2022-03-19,7
S0007505,C00581,2024-07-15,17
S0007506,C00581,2023-06-26,9
S0007507,C00581,2024-02-05,16
S0007508,C00582,2024-04-12,15
S0007509,C00582,2024-06-07,7
S0007510,C00582,2022-08-31,10
S0007511,C00582,2022-09-04,7
S0007512,C00582,2022-07-25,20
S0007513,C00582,2022-12-19,20
S0007514,C00582,2023-03-06,6
S0007515,C00582,2022-12-30,8
S0007516,C00582,2023-09-06,16
S0007517,C00582,2024-12-29,2
S0007518,C00582,2022-03-26,2
S0007519,C00582,2023-12-23,1
S0007520,C00582,2024-05-26,15
S0007521,C00582,2022-08-24,12
S0007522,C00582,2024-02-09,13
S0007523,C00582,2023-03-07,13
S0007524,C00582,2024-12-26,11
S0007525,C00582,2024-05-31,17
S0007526,C00582,2024-12-13,2
S0007527,C00582,2022-05-10,2
S0007528,C00582,2024-10-04,7
S0007529,C00583,2024-12-30,6
S0007530,C00583,2022-04-08,9
S0007531,C00583,2024-01-09,1
S0007532,C00583,2024-01-09,16
S0007533,C00583,2023-03-09,5
S0007534,C00583,2024-04-17,13
S0007535,C00583,2023-02-11,2
S0007536,C00583,2024-01-05,14
S0007537,C00583,2022-11-08,12
S0007538,C00584,2024-06-25,5
S0007539,C00584,2022-09-23,7
S0007540,C00584,2024-09-04,1
S0007541,C00584,2022-07-12,9
S0007542,C00584,2023-09-29,6
S0007543,C00584,2024-11-22,9
S0007544,C00584,2023-11-21,18
S0007545,C00584,2023-03-09,3
S0007546,C00584,2024-05-27,1
S0007547,C00584,2023-08-15,20
S0007548,C00584,2024-03-05,2
S0007549,C00584,2022-08-11,7
S0007550,C00584,2023-02-23,1
S0007551,C00584,2024-10-10,15
S0007552,C00584,2022-12-17,13
S0007553,C00584,2022-10-09,20
S0007554,C00584,2022-10-28,17
S0007555,C00584,2024-07-24,12
S0007556,C00584,2022-04-22,10
S0007557,C00584,2024-01-04,8
S0007558,C00584,2022-10-28,17
S0007559,C00584,2022-10-15,10
S0007560,C00584,2024-01-30,17
S0007561,C00584,2022-05-07,5
S0007562,C00585,2023-11-01,15
S0007563,C00585,2024-04-08,20
S0007564,C00585,2024-02-07,17
S0007565,C00585,2023-01-29,20
S0007566,C00585,2024-09-03,5
S0007567,C00585,2023-12-11,4
S0007568,C00585,2022-03-01,18
S0007569,C00585,2024-05-12,14
S0007570,C00585,2023-09-01,3
S0007571,C00585,2024-08-08,6
S0007572,C00585,2023-10-23,12
S0007573,C00585,2022-07-07,18
S0007574,C00585,2024-01-23,11
S0007575,C00585,2023-04-17,20
S0007576,C00585,2023-07-29,12
S0007577,C00585,2023-02-20,9
S0007578,C00585,2023-12-11,6
S0007579,C00585,2023-03-01,17
S0007580,C00585,2024-01-19,6
S0007581,C00585,2022-08-14,10
S0007582,C00585,2024-04-21,4
S0007583,C00585,2022-06-07,3
S0007584,C00585,2022-04-29,12
S0007585,C00586,2024-08-04,19
S0007586,C00586,2023-07-30,6
S0007587,C00586,2022-12-17,8
S0007588,C00586,2023-07-20,4
S0007589,C00586,2023-05-19,5
S0007590,C00586,2023-09-19,6
S0007591,C00586,2024-04-27,6
S0007592,C00586,2024-11-06,20
S0007593,C00586,2023-03-11,13
S0007594,C00586,2023-10-13,4
S0007595,C00586,2023-12-17,14
S0007596,C00586,2023-10-24,9
S0007597,C00587,2024-04-14,1
S0007598,C00587,2023-04-08,12
S0007599,C00587,2024-04-07,13
S0007600,C00587,2022-09-08,20
S0007601,C00587,2024-10-06,7
S0007602,C00587,2024-02-10,9
S0007603,C00587,2022-05-12,16
S0007604,C00587,2024-03-20,11
S0007605,C00587,2024-08-15,1
S0007606,C00587,2024-09-17,15
S0007607,C00587,2023-06-28,19
S0007608,C00587,2022-07-17,6
S0007609,C00588,2022-04-13,7
S0007610,C00589,2024-01-24,17
S0007611,C00589,2024-02-19,13
S0007612,C00589,2023-02-03,16
S0007613,C00589,2022-03-05,6
S0007614,C00589,2022-06-12,14
S0007615,C00590,2024-11-27,16
S0007616,C00590,2022-02-26,19
S0007617,C00590,2022-05-14,5
S0007618,C00590,2024-06-10,14
S0007619,C00590,2024-08-05,4
S0007620,C00590,2024-08-28,7
S0007621,C00590,2022-10-06,7
S0007622,C00590,2023-02-25,16
S0007623,C00590,2024-10-02,4
S0007624,C00590,2023-03-14,1
S0007625,C00590,2022-11-23,16
S0007626,C00590,2022-05-26,12
S0007627,C00590,2022-06-30,7
S0007628,C00590,2023-03-23,5
S0007629,C00590,2024-06-03,19
S0007630,C00590,2022-03-23,3
S0007631,C00590,2024-09-28,7
S0007632,C00590,2024-05-10,8
S0007633,C00590,2024-10-16,13
S0007634,C00590,2023-01-02,16
S0007635,C00590,2023-09-04,6
S0007636,C00590,2022-04-08,18
S0007637,C00590,2024-03-30,2
S0007638,C00590,2022-03-18,6
S0007639,C00590,2022-07-28,20
S0007640,C00591,2022-11-07,10
S0007641,C00591,2022-06-08,13
S0007642,C00591,2023-08-06,9
S0007643,C00591,2024-07-22,20
S0007644,C00592,2024-12-02,18
S0007645,C00592,2022-11-18,9
S0007646,C00592,2023-05-09,5
S0007647,C00592,2023-02-08,3
S0007648,C00592,2024-07-05,9
S0007649,C00592,2023-09-10,17
S0007650,C00592,2024-08-21,9
S0007651,C00592,2022-08-19,12
S0007652,C00592,2022-10-21,1
S0007653,C00592,2023-03-04,4
S0007654,C00592,2023-09-05,15
S0007655,C00592,2024-02-05,10
S0007656,C00592,2024-11-25,17
S0007657,C00592,2022-02-20,13
S0007658,C00593,2024-08-22,10
S0007659,C00593,2024-09-29,8
S0007660,C00593,2024-11-19,8
S0007661,C00594,2024-03-19,14
S0007662,C00594,2023-08-06,16
S0007663,C00594,2022-08-19,17
S0007664,C00594,2023-03-05,10
S0007665,C00594,2023-07-30,20
S0007666,C00594,2024-12-20,12
S0007667,C00594,2024-02-23,10
S0007668,C00594,2024-08-07,5
S0007669,C00594,2023-12-28,12
S0007670,C00594,2023-05-20,14
S0007671,C00594,2023-10-10,12
S0007672,C00594,2023-10-06,13
S0007673,C00594,2022-01-12,11
S0007674,C00594,2022-12-30,7
S0007675,C00594,2023-02-17,17
S0007676,C00594,2022-10-11,11
S0007677,C00594,2022-08-09,14
S0007678,C00594,2022-09-08,8
S0007679,C00594,2022-02-21,14
S0007680,C00594,2023-04-08,4
S0007681,C00594,2023-01-09,20
S0007682,C00594,2022-10-15,17
S0007683,C00594,2023-12-03,2
S0007684,C00594,2023-05-04,9
S0007685,C00595,2023-01-30,11
S0007686,C00595,2022-03-17,16
S0007687,C00595,2022-04-03,13
S0007688,C00596,2022-06-27,12
S0007689,C00596,2022-06-28,11
S0007690,C00596,2022-11-20,12
S0007691,C00596,2024-02-27,6
S0007692,C00596,2022-08-20,16
S0007693,C00596,2022-03-21,1
S0007694,C00596,2024-11-01,16
S0007695,C00596,2024-11-04,3
S0007696,C00596,2023-02-02,6
S0007697,C00596,2022-06-12,4
S0007698,C00596,2022-08-13,4
S0007699,C00596,2024-12-31,6
S0007700,C00596,2024-08-01,20
S0007701,C00596,2023-09-15,2
S0007702,C00596,2024-01-23,17
S0007703,C00597,2024-10-04,8
S0007704,C00597,2023-07-27,12
S0007705,C00597,2024-12-07,13
S0007706,C00597,2023-12-28,20
S0007707,C00597,2024-12-29,19
S0007708,C00598,2022-04-29,18
S0007709,C00598,2023-12-31,17
S0007710,C00598,2023-01-06,9
S0007711,C00598,2023-10-13,11
S0007712,C00598,2022-01-30,7
S0007713,C00598,2022-07-13,14
S0007714,C00599,2022-04-01,16
S0007715,C00599,2023-05-01,7
S0007716,C00599,2023-12-11,20
S0007717,C00599,2023-10-25,15
S0007718,C00599,2023-12-10,3
S0007719,C00599,2022-09-28,6
S0007720,C00599,2023-12-16,7
